# MANE Select GRCh38 v1.5: every gene, symbol and HGNC id.
# source MANE.GRCh38.v1.5.summary.txt.gz sha256 d10ace2720681a3b2e0eefd9da4f551274a6b4141ac9bfd6a2565dfb6e9ad55c
symbol	hgnc_id
CIAO3	HGNC:14179
CIAPIN1	HGNC:28050
CIART	HGNC:25200
CIB1	HGNC:16920
CIB2	HGNC:24579
CIB3	HGNC:24580
CIB4	HGNC:33703
CIBAR1	HGNC:30452
CIBAR2	HGNC:24781
CIC	HGNC:14214
CIDEA	HGNC:1976
CIDEB	HGNC:1977
CIDEC	HGNC:24229
CIITA	HGNC:7067
CILK1	HGNC:21219
CILP	HGNC:1980
CILP2	HGNC:24213
CIMAP1A	HGNC:19905
CIMAP1B	HGNC:34388
CIMAP1C	HGNC:28735
CIMAP1D	HGNC:26841
CIMAP2	HGNC:26854
CIMAP3	HGNC:27009
CIMIP1	HGNC:16216
CIMIP2A	HGNC:33818
CIMIP2B	HGNC:34242
CIMIP2C	HGNC:27938
CIMIP3	HGNC:55126
CIMIP4	HGNC:28568
CIMIP5	HGNC:26324
CIMIP6	HGNC:26861
CIMIP7	HGNC:44666
CINP	HGNC:23789
CIP2A	HGNC:29302
CIPC	HGNC:20365
CIRBP	HGNC:1982
CIROP	HGNC:53647
CIROZ	HGNC:26730
CIRSR	HGNC:24217
CISD1	HGNC:30880
CISD2	HGNC:24212
CISD3	HGNC:27578
CISH	HGNC:1984
CIST1	HGNC:55823
CISTR	HGNC:49426
CIT	HGNC:1985
CITED1	HGNC:1986
CITED2	HGNC:1987
CITED4	HGNC:18696
CIZ1	HGNC:16744
CKAP2	HGNC:1990
CKAP2L	HGNC:26877
CKAP4	HGNC:16991
CKAP5	HGNC:28959
CKB	HGNC:1991
CKLF	HGNC:13253
CKM	HGNC:1994
CKMT1A	HGNC:31736
CKMT1B	HGNC:1995
CKMT2	HGNC:1996
CKS1B	HGNC:19083
CKS2	HGNC:2000
CLASP1	HGNC:17088
CLASP2	HGNC:17078
CLASRP	HGNC:17731
CLBA1	HGNC:20126
CLC	HGNC:2014
CLCA1	HGNC:2015
CLCA2	HGNC:2016
CLCA4	HGNC:2018
CLCC1	HGNC:29675
CLCF1	HGNC:17412
CLCN1	HGNC:2019
CLCN2	HGNC:2020
CLCN3	HGNC:2021
CLCN4	HGNC:2022
CLCN5	HGNC:2023
CLCN6	HGNC:2024
CLCN7	HGNC:2025
CLCNKA	HGNC:2026
CLCNKB	HGNC:2027
CLDN1	HGNC:2032
CLDN10	HGNC:2033
CLDN11	HGNC:8514
CLDN12	HGNC:2034
CLDN14	HGNC:2035
CLDN15	HGNC:2036
CLDN16	HGNC:2037
CLDN17	HGNC:2038
CLDN18	HGNC:2039
CLDN19	HGNC:2040
CLDN2	HGNC:2041
CLDN20	HGNC:2042
CLDN22	HGNC:2044
CLDN23	HGNC:17591
CLDN24	HGNC:37200
CLDN25	HGNC:37218
CLDN3	HGNC:2045
CLDN34	HGNC:51259
CLDN4	HGNC:2046
CLDN5	HGNC:2047
CLDN6	HGNC:2048
CLDN7	HGNC:2049
CLDN8	HGNC:2050
CLDN9	HGNC:2051
CLDND1	HGNC:1322
CLDND2	HGNC:28511
CLEC10A	HGNC:16916
CLEC11A	HGNC:10576
CLEC12A	HGNC:31713
CLEC12B	HGNC:31966
CLEC14A	HGNC:19832
CLEC16A	HGNC:29013
CLEC17A	HGNC:34520
CLEC18A	HGNC:30388
CLEC18B	HGNC:33849
CLEC18C	HGNC:28538
CLEC19A	HGNC:34522
CLEC1A	HGNC:24355
CLEC1B	HGNC:24356
CLEC20A	HGNC:34521
CLEC2A	HGNC:24191
CLEC2B	HGNC:2053
CLEC2D	HGNC:14351
CLEC2L	HGNC:21969
CLEC3A	HGNC:2052
CLEC3B	HGNC:11891
CLEC4A	HGNC:13257
CLEC4C	HGNC:13258
CLEC4D	HGNC:14554
CLEC4E	HGNC:14555
CLEC4F	HGNC:25357
CLEC4G	HGNC:24591
CLEC4M	HGNC:13523
CLEC5A	HGNC:2054
CLEC6A	HGNC:14556
CLEC7A	HGNC:14558
CLEC9A	HGNC:26705
CLECL1	HGNC:24462
CLGN	HGNC:2060
CLHC1	HGNC:26453
CLIC1	HGNC:2062
CLIC2	HGNC:2063
CLIC3	HGNC:2064
CLIC4	HGNC:13518
CLIC5	HGNC:13517
CLIC6	HGNC:2065
CLINT1	HGNC:23186
CLIP1	HGNC:10461
CLIP2	HGNC:2586
CLIP3	HGNC:24314
CLIP4	HGNC:26108
CLK1	HGNC:2068
CLK2	HGNC:2069
CLK3	HGNC:2071
CLK4	HGNC:13659
CLMN	HGNC:19972
CLMP	HGNC:24039
CLN3	HGNC:2074
CLN5	HGNC:2076
CLN6	HGNC:2077
CLN8	HGNC:2079
CLNK	HGNC:17438
CLNS1A	HGNC:2080
CLOCK	HGNC:2082
CLP1	HGNC:16999
CLPB	HGNC:30664
CLPP	HGNC:2084
CLPS	HGNC:2085
CLPSL1	HGNC:21251
CLPSL2	HGNC:21250
CLPTM1	HGNC:2087
CLPTM1L	HGNC:24308
CLPX	HGNC:2088
CLRN1	HGNC:12605
CLRN2	HGNC:33939
CLRN3	HGNC:20795
CLSPN	HGNC:19715
CLSTN1	HGNC:17447
CLSTN2	HGNC:17448
CLSTN3	HGNC:18371
CLTA	HGNC:2090
CLTB	HGNC:2091
CLTC	HGNC:2092
CLTCL1	HGNC:2093
CLTRN	HGNC:29437
CLU	HGNC:2095
CLUAP1	HGNC:19009
CLUH	HGNC:29094
CLUL1	HGNC:2096
CLVS1	HGNC:23139
CLVS2	HGNC:23046
CLXN	HGNC:25678
CLYBL	HGNC:18355
CMA1	HGNC:2097
CMAS	HGNC:18290
CMBL	HGNC:25090
CMC1	HGNC:28783
CMC2	HGNC:24447
CMC4	HGNC:35428
CMIP	HGNC:24319
CMKLR1	HGNC:2121
CMKLR2	HGNC:4463
CMPK1	HGNC:18170
CMPK2	HGNC:27015
CMSS1	HGNC:28666
CMTM1	HGNC:19172
CMTM2	HGNC:19173
CMTM3	HGNC:19174
CMTM4	HGNC:19175
CMTM5	HGNC:19176
CMTM6	HGNC:19177
CMTM7	HGNC:19178
CMTM8	HGNC:19179
CMTR1	HGNC:21077
CMTR2	HGNC:25635
CMYA5	HGNC:14305
CNBD1	HGNC:26663
CNBD2	HGNC:16145
CNBP	HGNC:13164
CNDP1	HGNC:20675
CNDP2	HGNC:24437
CNEP1R1	HGNC:26759
CNFN	HGNC:30183
CNGA1	HGNC:2148
CNGA2	HGNC:2149
CNGA3	HGNC:2150
CNGA4	HGNC:2152
CNGB1	HGNC:2151
CNGB3	HGNC:2153
CNIH1	HGNC:19431
CNIH2	HGNC:28744
CNIH3	HGNC:26802
CNIH4	HGNC:25013
CNKSR1	HGNC:19700
CNKSR2	HGNC:19701
CNKSR3	HGNC:23034
CNMD	HGNC:17005
CNN1	HGNC:2155
CNN2	HGNC:2156
CNN3	HGNC:2157
CNNM1	HGNC:102
CNNM2	HGNC:103
CNNM3	HGNC:104
CNNM4	HGNC:105
CNOT1	HGNC:7877
CNOT10	HGNC:23817
CNOT11	HGNC:25217
CNOT2	HGNC:7878
CNOT3	HGNC:7879
CNOT4	HGNC:7880
CNOT6	HGNC:14099
CNOT6L	HGNC:18042
CNOT7	HGNC:14101
CNOT8	HGNC:9207
CNOT9	HGNC:10445
CNP	HGNC:2158
CNPPD1	HGNC:25220
CNPY1	HGNC:27786
CNPY2	HGNC:13529
CNPY3	HGNC:11968
CNPY4	HGNC:28631
CNR1	HGNC:2159
CNR2	HGNC:2160
CNRIP1	HGNC:24546
CNST	HGNC:26486
CNTD1	HGNC:26847
CNTF	HGNC:2169
CNTFR	HGNC:2170
CNTLN	HGNC:23432
CNTN1	HGNC:2171
CNTN2	HGNC:2172
CNTN3	HGNC:2173
CNTN4	HGNC:2174
CNTN5	HGNC:2175
CNTN6	HGNC:2176
CNTNAP1	HGNC:8011
CNTNAP2	HGNC:13830
CNTNAP3	HGNC:13834
CNTNAP3B	HGNC:32035
CNTNAP4	HGNC:18747
CNTNAP5	HGNC:18748
CNTRL	HGNC:1858
CNTROB	HGNC:29616
COA1	HGNC:21868
COA3	HGNC:24990
COA4	HGNC:24604
COA5	HGNC:33848
COA6	HGNC:18025
COA7	HGNC:25716
COA8	HGNC:20492
COASY	HGNC:29932
COBL	HGNC:22199
COBLL1	HGNC:23571
COCH	HGNC:2180
COG1	HGNC:6545
COG2	HGNC:6546
COG3	HGNC:18619
COG4	HGNC:18620
COG5	HGNC:14857
COG6	HGNC:18621
COG7	HGNC:18622
COG8	HGNC:18623
COIL	HGNC:2184
COL10A1	HGNC:2185
COL11A1	HGNC:2186
COL11A2	HGNC:2187
COL12A1	HGNC:2188
COL13A1	HGNC:2190
COL14A1	HGNC:2191
COL15A1	HGNC:2192
COL16A1	HGNC:2193
COL17A1	HGNC:2194
COL18A1	HGNC:2195
COL19A1	HGNC:2196
COL1A1	HGNC:2197
COL1A2	HGNC:2198
COL20A1	HGNC:14670
COL21A1	HGNC:17025
COL22A1	HGNC:22989
COL23A1	HGNC:22990
COL24A1	HGNC:20821
COL25A1	HGNC:18603
COL26A1	HGNC:18038
COL27A1	HGNC:22986
COL28A1	HGNC:22442
COL2A1	HGNC:2200
COL3A1	HGNC:2201
COL4A1	HGNC:2202
COL4A2	HGNC:2203
COL4A3	HGNC:2204
COL4A4	HGNC:2206
COL4A5	HGNC:2207
COL4A6	HGNC:2208
COL5A1	HGNC:2209
COL5A2	HGNC:2210
COL5A3	HGNC:14864
COL6A1	HGNC:2211
COL6A2	HGNC:2212
COL6A3	HGNC:2213
COL6A5	HGNC:26674
COL6A6	HGNC:27023
COL7A1	HGNC:2214
COL8A1	HGNC:2215
COL8A2	HGNC:2216
COL9A1	HGNC:2217
COL9A2	HGNC:2218
COL9A3	HGNC:2219
COLEC10	HGNC:2220
COLEC11	HGNC:17213
COLEC12	HGNC:16016
COLGALT1	HGNC:26182
COLGALT2	HGNC:16790
COLQ	HGNC:2226
COMMD1	HGNC:23024
COMMD10	HGNC:30201
COMMD2	HGNC:24993
COMMD3	HGNC:23332
COMMD4	HGNC:26027
COMMD5	HGNC:17902
COMMD6	HGNC:24015
COMMD7	HGNC:16223
COMMD8	HGNC:26036
COMMD9	HGNC:25014
COMP	HGNC:2227
COMT	HGNC:2228
COMTD1	HGNC:26309
COP1	HGNC:17440
COPA	HGNC:2230
COPB1	HGNC:2231
COPB2	HGNC:2232
COPE	HGNC:2234
COPG1	HGNC:2236
COPG2	HGNC:2237
COPRS	HGNC:28848
COPS2	HGNC:30747
COPS3	HGNC:2239
COPS4	HGNC:16702
COPS5	HGNC:2240
COPS6	HGNC:21749
COPS7A	HGNC:16758
COPS7B	HGNC:16760
COPS8	HGNC:24335
COPS9	HGNC:21314
COPZ1	HGNC:2243
COPZ2	HGNC:19356
COQ10A	HGNC:26515
COQ10B	HGNC:25819
COQ2	HGNC:25223
COQ3	HGNC:18175
COQ4	HGNC:19693
COQ5	HGNC:28722
COQ6	HGNC:20233
COQ7	HGNC:2244
COQ8A	HGNC:16812
COQ8B	HGNC:19041
COQ9	HGNC:25302
CORIN	HGNC:19012
CORO1A	HGNC:2252
CORO1B	HGNC:2253
CORO1C	HGNC:2254
CORO2A	HGNC:2255
CORO2B	HGNC:2256
CORO6	HGNC:21356
CORO7	HGNC:26161
CORT	HGNC:2257
COTL1	HGNC:18304
COX10	HGNC:2260
COX11	HGNC:2261
COX14	HGNC:28216
COX15	HGNC:2263
COX16	HGNC:20213
COX17	HGNC:2264
COX18	HGNC:26801
COX19	HGNC:28074
COX20	HGNC:26970
COX4I1	HGNC:2265
COX4I2	HGNC:16232
COX5A	HGNC:2267
COX5B	HGNC:2269
COX6A1	HGNC:2277
COX6A2	HGNC:2279
COX6B1	HGNC:2280
COX6B2	HGNC:24380
COX6C	HGNC:2285
COX7A1	HGNC:2287
COX7A2	HGNC:2288
COX7A2L	HGNC:2289
COX7B	HGNC:2291
COX7B2	HGNC:24381
COX7C	HGNC:2292
COX8A	HGNC:2294
COX8C	HGNC:24382
COXFA4	HGNC:7687
COXFA4L2	HGNC:29836
COXFA4L3	HGNC:29898
CP	HGNC:2295
CPA1	HGNC:2296
CPA2	HGNC:2297
CPA3	HGNC:2298
CPA4	HGNC:15740
CPA5	HGNC:15722
CPA6	HGNC:17245
CPAMD8	HGNC:23228
CPAP	HGNC:17272
CPB1	HGNC:2299
CPB2	HGNC:2300
CPD	HGNC:2301
CPE	HGNC:2303
CPEB1	HGNC:21744
CPEB2	HGNC:21745
CPEB3	HGNC:21746
CPEB4	HGNC:21747
CPED1	HGNC:26159
CPHXL	HGNC:51815
CPHXL2	HGNC:55919
CPLANE1	HGNC:25801
CPLANE2	HGNC:28127
CPLX1	HGNC:2309
CPLX2	HGNC:2310
CPLX3	HGNC:27652
CPLX4	HGNC:24330
CPM	HGNC:2311
CPN1	HGNC:2312
CPN2	HGNC:2313
CPNE1	HGNC:2314
CPNE2	HGNC:2315
CPNE3	HGNC:2316
CPNE4	HGNC:2317
CPNE5	HGNC:2318
CPNE6	HGNC:2319
CPNE7	HGNC:2320
CPNE8	HGNC:23498
CPNE9	HGNC:24336
CPO	HGNC:21011
CPOX	HGNC:2321
CPPED1	HGNC:25632
CPQ	HGNC:16910
CPS1	HGNC:2323
CPSF1	HGNC:2324
CPSF2	HGNC:2325
CPSF3	HGNC:2326
CPSF4	HGNC:2327
CPSF4L	HGNC:33632
CPSF6	HGNC:13871
CPSF7	HGNC:30098
CPT1A	HGNC:2328
CPT1B	HGNC:2329
CPT1C	HGNC:18540
CPT2	HGNC:2330
CPTP	HGNC:28116
CPVL	HGNC:14399
CPXCR1	HGNC:2332
CPXM1	HGNC:15771
CPXM2	HGNC:26977
CPZ	HGNC:2333
CR1	HGNC:2334
CR1L	HGNC:2335
CR2	HGNC:2336
CRABP1	HGNC:2338
CRABP2	HGNC:2339
CRACD	HGNC:29219
CRACDL	HGNC:33454
CRACR2A	HGNC:28657
CRACR2B	HGNC:28703
CRADD	HGNC:2340
CRAMP1	HGNC:14122
CRAT	HGNC:2342
CRB1	HGNC:2343
CRB2	HGNC:18688
CRB3	HGNC:20237
CRBN	HGNC:30185
CRCP	HGNC:17888
CRCT1	HGNC:29875
CREB1	HGNC:2345
CREB3	HGNC:2347
CREB3L1	HGNC:18856
CREB3L2	HGNC:23720
CREB3L3	HGNC:18855
CREB3L4	HGNC:18854
CREB5	HGNC:16844
CREBBP	HGNC:2348
CREBL2	HGNC:2350
CREBRF	HGNC:24050
CREBZF	HGNC:24905
CREG1	HGNC:2351
CREG2	HGNC:14272
CRELD1	HGNC:14630
CRELD2	HGNC:28150
CREM	HGNC:2352
CRH	HGNC:2355
CRHBP	HGNC:2356
CRHR1	HGNC:2357
CRHR2	HGNC:2358
CRIM1	HGNC:2359
CRIP1	HGNC:2360
CRIP2	HGNC:2361
CRIP3	HGNC:17751
CRIPT	HGNC:14312
CRIPTO	HGNC:11701
CRIPTO3	HGNC:11703
CRISP1	HGNC:304
CRISP2	HGNC:12024
CRISP3	HGNC:16904
CRISPLD1	HGNC:18206
CRISPLD2	HGNC:25248
CRK	HGNC:2362
CRKL	HGNC:2363
CRLF1	HGNC:2364
CRLF2	HGNC:14281
CRLF3	HGNC:17177
CRLS1	HGNC:16148
CRMP1	HGNC:2365
CRNKL1	HGNC:15762
CRNN	HGNC:1230
CROCC	HGNC:21299
CROCC2	HGNC:51677
CROT	HGNC:2366
CRP	HGNC:2367
CRPPA	HGNC:37276
CRTAC1	HGNC:14882
CRTAM	HGNC:24313
CRTAP	HGNC:2379
CRTC1	HGNC:16062
CRTC2	HGNC:27301
CRTC3	HGNC:26148
CRX	HGNC:2383
CRY1	HGNC:2384
CRY2	HGNC:2385
CRYAA	HGNC:2388
CRYAB	HGNC:2389
CRYBA1	HGNC:2394
CRYBA2	HGNC:2395
CRYBA4	HGNC:2396
CRYBB1	HGNC:2397
CRYBB2	HGNC:2398
CRYBB3	HGNC:2400
CRYBG1	HGNC:356
CRYBG2	HGNC:17295
CRYBG3	HGNC:34427
CRYGA	HGNC:2408
CRYGB	HGNC:2409
CRYGC	HGNC:2410
CRYGD	HGNC:2411
CRYGN	HGNC:20458
CRYGS	HGNC:2417
CRYL1	HGNC:18246
CRYM	HGNC:2418
CRYZ	HGNC:2419
CRYZL1	HGNC:2420
CS	HGNC:2422
CSAD	HGNC:18966
CSAG1	HGNC:24294
CSAG2	HGNC:16847
CSAG3	HGNC:26237
CSDC2	HGNC:30359
CSDE1	HGNC:29905
CSE1L	HGNC:2431
CSF1	HGNC:2432
CSF1R	HGNC:2433
CSF2	HGNC:2434
CSF2RA	HGNC:2435
CSF2RB	HGNC:2436
CSF3	HGNC:2438
CSF3R	HGNC:2439
CSGALNACT1	HGNC:24290
CSGALNACT2	HGNC:24292
CSH1	HGNC:2440
CSH2	HGNC:2441
CSHL1	HGNC:2442
CSK	HGNC:2444
CSKMT	HGNC:33113
CSMD1	HGNC:14026
CSMD2	HGNC:19290
CSMD3	HGNC:19291
CSN1S1	HGNC:2445
CSN2	HGNC:2447
CSN3	HGNC:2446
CSNK1A1	HGNC:2451
CSNK1A1L	HGNC:20289
CSNK1D	HGNC:2452
CSNK1E	HGNC:2453
CSNK1G1	HGNC:2454
CSNK1G2	HGNC:2455
CSNK1G3	HGNC:2456
CSNK2A1	HGNC:2457
CSNK2A2	HGNC:2459
CSNK2A2IP	HGNC:53637
CSNK2A3	HGNC:2458
CSNK2B	HGNC:2460
CSPG4	HGNC:2466
CSPG5	HGNC:2467
CSPP1	HGNC:26193
CSRNP1	HGNC:14300
CSRNP2	HGNC:16006
CSRNP3	HGNC:30729
CSRP1	HGNC:2469
CSRP2	HGNC:2470
CSRP3	HGNC:2472
CST1	HGNC:2473
CST11	HGNC:15959
CST2	HGNC:2474
CST3	HGNC:2475
CST4	HGNC:2476
CST5	HGNC:2477
CST6	HGNC:2478
CST7	HGNC:2479
CST8	HGNC:2480
CST9	HGNC:13261
CST9L	HGNC:16233
CSTA	HGNC:2481
CSTB	HGNC:2482
CSTF1	HGNC:2483
CSTF2	HGNC:2484
CSTF2T	HGNC:17086
CSTF3	HGNC:2485
CSTL1	HGNC:15958
CSTPP1	HGNC:28720
CT45A1	HGNC:33267
CT45A10	HGNC:51263
CT45A2	HGNC:28400
CT45A3	HGNC:33268
CT45A5	HGNC:33270
CT45A6	HGNC:33271
CT45A7	HGNC:51260
CT45A8	HGNC:51261
CT45A9	HGNC:51262
CT47A1	HGNC:33282
CT47A10	HGNC:33291
CT47A11	HGNC:27397
CT47A2	HGNC:33283
CT47A3	HGNC:33284
CT47A4	HGNC:33285
CT47A5	HGNC:33286
CT47A6	HGNC:33287
CT47A7	HGNC:33288
CT47A8	HGNC:33289
CT47A9	HGNC:33290
CT47B1	HGNC:33293
CT47C1	HGNC:53820
CT55	HGNC:26047
CT83	HGNC:33494
CTAG1A	HGNC:24198
CTAG1B	HGNC:2491
CTAG2	HGNC:2492
CTAGE1	HGNC:24346
CTAGE15	HGNC:37295
CTAGE4	HGNC:24772
CTAGE6	HGNC:28644
CTAGE8	HGNC:37294
CTAGE9	HGNC:37275
CTBP1	HGNC:2494
CTBP2	HGNC:2495
CTBS	HGNC:2496
CTC1	HGNC:26169
CTCF	HGNC:13723
CTCFL	HGNC:16234
CTDNEP1	HGNC:19085
CTDP1	HGNC:2498
CTDSP1	HGNC:21614
CTDSP2	HGNC:17077
CTDSPL	HGNC:16890
CTDSPL2	HGNC:26936
CTF1	HGNC:2499
CTH	HGNC:2501
CTHRC1	HGNC:18831
CTIF	HGNC:23925
CTLA4	HGNC:2505
CTNNA1	HGNC:2509
CTNNA2	HGNC:2510
CTNNA3	HGNC:2511
CTNNAL1	HGNC:2512
CTNNB1	HGNC:2514
CTNNBIP1	HGNC:16913
CTNNBL1	HGNC:15879
CTNND1	HGNC:2515
CTNND2	HGNC:2516
CTNS	HGNC:2518
CTPS1	HGNC:2519
CTPS2	HGNC:2520
CTR9	HGNC:16850
CTRB1	HGNC:2521
CTRB2	HGNC:2522
CTRC	HGNC:2523
CTRL	HGNC:2524
CTSA	HGNC:9251
CTSB	HGNC:2527
CTSC	HGNC:2528
CTSD	HGNC:2529
CTSE	HGNC:2530
CTSF	HGNC:2531
CTSG	HGNC:2532
CTSH	HGNC:2535
CTSK	HGNC:2536
CTSL	HGNC:2537
CTSO	HGNC:2542
CTSS	HGNC:2545
CTSV	HGNC:2538
CTSW	HGNC:2546
CTSZ	HGNC:2547
CTTN	HGNC:3338
CTTNBP2	HGNC:15679
CTTNBP2NL	HGNC:25330
CTU1	HGNC:29590
CTU2	HGNC:28005
CTXN1	HGNC:31108
CTXN2	HGNC:31109
CTXN3	HGNC:31110
CTXND1	HGNC:50507
CTXND2	HGNC:53440
CUBN	HGNC:2548
CUEDC1	HGNC:31350
CUEDC2	HGNC:28352
CUL1	HGNC:2551
CUL2	HGNC:2552
CUL3	HGNC:2553
CUL4A	HGNC:2554
CUL4B	HGNC:2555
CUL5	HGNC:2556
CUL7	HGNC:21024
CUL9	HGNC:15982
CUTA	HGNC:21101
CUTC	HGNC:24271
CUX1	HGNC:2557
CUX2	HGNC:19347
CUZD1	HGNC:17937
CWC15	HGNC:26939
CWC22	HGNC:29322
CWC25	HGNC:25989
CWC27	HGNC:10664
CWF19L1	HGNC:25613
CWF19L2	HGNC:26508
CWH43	HGNC:26133
CX3CL1	HGNC:10647
CX3CR1	HGNC:2558
CXADR	HGNC:2559
CXCL1	HGNC:4602
CXCL10	HGNC:10637
CXCL11	HGNC:10638
CXCL12	HGNC:10672
CXCL13	HGNC:10639
CXCL14	HGNC:10640
CXCL16	HGNC:16642
CXCL17	HGNC:19232
CXCL2	HGNC:4603
CXCL3	HGNC:4604
CXCL5	HGNC:10642
CXCL6	HGNC:10643
CXCL8	HGNC:6025
CXCL9	HGNC:7098
CXCR1	HGNC:6026
CXCR2	HGNC:6027
CXCR3	HGNC:4540
CXCR4	HGNC:2561
CXCR5	HGNC:1060
CXCR6	HGNC:16647
CXXC1	HGNC:24343
CXXC4	HGNC:24593
CXXC5	HGNC:26943
CXorf38	HGNC:28589
CXorf49	HGNC:30891
CXorf49B	HGNC:34229
CXorf51A	HGNC:30533
CXorf51B	HGNC:42787
CXorf58	HGNC:26356
CXorf65	HGNC:33713
CXorf66	HGNC:33743
CYB561	HGNC:2571
CYB561A3	HGNC:23014
CYB561D1	HGNC:26804
CYB561D2	HGNC:30253
CYB5A	HGNC:2570
CYB5B	HGNC:24374
CYB5D1	HGNC:26516
CYB5D2	HGNC:28471
CYB5R1	HGNC:13397
CYB5R2	HGNC:24376
CYB5R3	HGNC:2873
CYB5R4	HGNC:20147
CYB5RL	HGNC:32220
CYBA	HGNC:2577
CYBB	HGNC:2578
CYBC1	HGNC:28672
CYBRD1	HGNC:20797
CYC1	HGNC:2579
CYCS	HGNC:19986
CYFIP1	HGNC:13759
CYFIP2	HGNC:13760
CYGB	HGNC:16505
CYLC1	HGNC:2582
CYLC2	HGNC:2583
CYLD	HGNC:2584
CYP11A1	HGNC:2590
CYP11B1	HGNC:2591
CYP11B2	HGNC:2592
CYP17A1	HGNC:2593
CYP19A1	HGNC:2594
CYP1A1	HGNC:2595
CYP1A2	HGNC:2596
CYP1B1	HGNC:2597
CYP20A1	HGNC:20576
CYP21A2	HGNC:2600
CYP24A1	HGNC:2602
CYP26A1	HGNC:2603
CYP26B1	HGNC:20581
CYP26C1	HGNC:20577
CYP27A1	HGNC:2605
CYP27B1	HGNC:2606
CYP27C1	HGNC:33480
CYP2A13	HGNC:2608
CYP2A6	HGNC:2610
CYP2A7	HGNC:2611
CYP2B6	HGNC:2615
CYP2C18	HGNC:2620
CYP2C19	HGNC:2621
CYP2C8	HGNC:2622
CYP2C9	HGNC:2623
CYP2D6	HGNC:2625
CYP2E1	HGNC:2631
CYP2F1	HGNC:2632
CYP2J2	HGNC:2634
CYP2R1	HGNC:20580
CYP2S1	HGNC:15654
CYP2U1	HGNC:20582
CYP2W1	HGNC:20243
CYP39A1	HGNC:17449
CYP3A4	HGNC:2637
CYP3A43	HGNC:17450
CYP3A5	HGNC:2638
CYP3A7	HGNC:2640
CYP46A1	HGNC:2641
CYP4A11	HGNC:2642
CYP4A22	HGNC:20575
CYP4B1	HGNC:2644
CYP4F11	HGNC:13265
CYP4F12	HGNC:18857
CYP4F2	HGNC:2645
CYP4F22	HGNC:26820
CYP4F3	HGNC:2646
CYP4F8	HGNC:2648
CYP4V2	HGNC:23198
CYP4X1	HGNC:20244
CYP4Z1	HGNC:20583
CYP51A1	HGNC:2649
CYP7A1	HGNC:2651
CYP7B1	HGNC:2652
CYP8B1	HGNC:2653
CYREN	HGNC:22432
CYRIA	HGNC:25373
CYRIB	HGNC:25216
CYS1	HGNC:18525
CYSLTR1	HGNC:17451
CYSLTR2	HGNC:18274
CYSRT1	HGNC:30529
CYSTM1	HGNC:30239
CYTH1	HGNC:9501
CYTH2	HGNC:9502
CYTH3	HGNC:9504
CYTH4	HGNC:9505
CYTIP	HGNC:9506
CYTL1	HGNC:24435
CYYR1	HGNC:16274
CZIB	HGNC:26059
D2HGDH	HGNC:28358
DAAM1	HGNC:18142
DAAM2	HGNC:18143
DAB1	HGNC:2661
DAB2	HGNC:2662
DAB2IP	HGNC:17294
DACH1	HGNC:2663
DACH2	HGNC:16814
DACT1	HGNC:17748
DACT2	HGNC:21231
DACT3	HGNC:30745
DAD1	HGNC:2664
DAG1	HGNC:2666
DAGLA	HGNC:1165
DAGLB	HGNC:28923
DALRD3	HGNC:25536
DAND5	HGNC:26780
DAO	HGNC:2671
DAOA	HGNC:21191
DAP	HGNC:2672
DAP3	HGNC:2673
DAPK1	HGNC:2674
DAPK2	HGNC:2675
DAPK3	HGNC:2676
DAPL1	HGNC:21490
DAPP1	HGNC:16500
DARS1	HGNC:2678
DARS2	HGNC:25538
DAW1	HGNC:26383
DAXX	HGNC:2681
DAZ1	HGNC:2682
DAZ2	HGNC:15964
DAZ3	HGNC:15965
DAZ4	HGNC:15966
DAZAP1	HGNC:2683
DAZAP2	HGNC:2684
DAZL	HGNC:2685
DBET	HGNC:43904
DBF4	HGNC:17364
DBF4B	HGNC:17883
DBH	HGNC:2689
DBI	HGNC:2690
DBN1	HGNC:2695
DBNDD1	HGNC:28455
DBNDD2	HGNC:15881
DBNL	HGNC:2696
DBP	HGNC:2697
DBR1	HGNC:15594
DBT	HGNC:2698
DBX1	HGNC:33185
DBX2	HGNC:33186
DCAF1	HGNC:30911
DCAF10	HGNC:23686
DCAF11	HGNC:20258
DCAF12	HGNC:19911
DCAF12L1	HGNC:29395
DCAF12L2	HGNC:32950
DCAF13	HGNC:24535
DCAF15	HGNC:25095
DCAF16	HGNC:25987
DCAF17	HGNC:25784
DCAF4	HGNC:20229
DCAF4L1	HGNC:27723
DCAF4L2	HGNC:26657
DCAF5	HGNC:20224
DCAF6	HGNC:30002
DCAF7	HGNC:30915
DCAF8	HGNC:24891
DCAF8L1	HGNC:31810
DCAF8L2	HGNC:31811
DCAKD	HGNC:26238
DCANP1	HGNC:24459
DCBLD1	HGNC:21479
DCBLD2	HGNC:24627
DCC	HGNC:2701
DCD	HGNC:14669
DCDC1	HGNC:20625
DCDC2	HGNC:18141
DCDC2B	HGNC:32576
DCDC2C	HGNC:32696
DCHS1	HGNC:13681
DCHS2	HGNC:23111
DCK	HGNC:2704
DCLK1	HGNC:2700
DCLK2	HGNC:19002
DCLK3	HGNC:19005
DCLRE1A	HGNC:17660
DCLRE1B	HGNC:17641
DCLRE1C	HGNC:17642
DCN	HGNC:2705
DCP1A	HGNC:18714
DCP1B	HGNC:24451
DCP2	HGNC:24452
