# MANE Select GRCh38 v1.5: every gene, symbol and HGNC id.
# source MANE.GRCh38.v1.5.summary.txt.gz sha256 d10ace2720681a3b2e0eefd9da4f551274a6b4141ac9bfd6a2565dfb6e9ad55c
symbol	hgnc_id
MPP3	HGNC:7221
MPP4	HGNC:13680
MPP7	HGNC:26542
MPPE1	HGNC:15988
MPPED1	HGNC:1306
MPPED2	HGNC:1180
MPRIP	HGNC:30321
MPST	HGNC:7223
MPV17	HGNC:7224
MPV17L	HGNC:26827
MPV17L2	HGNC:28177
MPZ	HGNC:7225
MPZL1	HGNC:7226
MPZL2	HGNC:3496
MPZL3	HGNC:27279
MR1	HGNC:4975
MRAP	HGNC:1304
MRAP2	HGNC:21232
MRAS	HGNC:7227
MRC1	HGNC:7228
MRC2	HGNC:16875
MRE11	HGNC:7230
MREG	HGNC:25478
MRFAP1	HGNC:24549
MRFAP1L1	HGNC:28796
MRFAP1L2	HGNC:25109
MRGBP	HGNC:15866
MRGPRD	HGNC:29626
MRGPRE	HGNC:30694
MRGPRF	HGNC:24828
MRGPRG	HGNC:24829
MRGPRX1	HGNC:17962
MRGPRX2	HGNC:17983
MRGPRX3	HGNC:17980
MRGPRX4	HGNC:17617
MRI1	HGNC:28469
MRLN	HGNC:48649
MRM1	HGNC:26202
MRM2	HGNC:16352
MRM3	HGNC:18485
MRNIP	HGNC:30817
MRO	HGNC:24121
MROH1	HGNC:26958
MROH2A	HGNC:27936
MROH2B	HGNC:26857
MROH5	HGNC:42976
MROH6	HGNC:27814
MROH7	HGNC:24802
MROH8	HGNC:16125
MROH9	HGNC:26287
MRPL1	HGNC:14275
MRPL10	HGNC:14055
MRPL11	HGNC:14042
MRPL12	HGNC:10378
MRPL13	HGNC:14278
MRPL14	HGNC:14279
MRPL15	HGNC:14054
MRPL16	HGNC:14476
MRPL17	HGNC:14053
MRPL18	HGNC:14477
MRPL19	HGNC:14052
MRPL2	HGNC:14056
MRPL20	HGNC:14478
MRPL21	HGNC:14479
MRPL22	HGNC:14480
MRPL23	HGNC:10322
MRPL24	HGNC:14037
MRPL27	HGNC:14483
MRPL28	HGNC:14484
MRPL3	HGNC:10379
MRPL30	HGNC:14036
MRPL32	HGNC:14035
MRPL33	HGNC:14487
MRPL34	HGNC:14488
MRPL35	HGNC:14489
MRPL36	HGNC:14490
MRPL37	HGNC:14034
MRPL38	HGNC:14033
MRPL39	HGNC:14027
MRPL4	HGNC:14276
MRPL40	HGNC:14491
MRPL41	HGNC:14492
MRPL42	HGNC:14493
MRPL43	HGNC:14517
MRPL44	HGNC:16650
MRPL45	HGNC:16651
MRPL46	HGNC:1192
MRPL47	HGNC:16652
MRPL48	HGNC:16653
MRPL49	HGNC:1176
MRPL50	HGNC:16654
MRPL51	HGNC:14044
MRPL52	HGNC:16655
MRPL53	HGNC:16684
MRPL54	HGNC:16685
MRPL55	HGNC:16686
MRPL57	HGNC:14514
MRPL58	HGNC:5359
MRPL9	HGNC:14277
MRPS10	HGNC:14502
MRPS11	HGNC:14050
MRPS12	HGNC:10380
MRPS14	HGNC:14049
MRPS15	HGNC:14504
MRPS16	HGNC:14048
MRPS17	HGNC:14047
MRPS18A	HGNC:14515
MRPS18B	HGNC:14516
MRPS18C	HGNC:16633
MRPS2	HGNC:14495
MRPS21	HGNC:14046
MRPS22	HGNC:14508
MRPS23	HGNC:14509
MRPS24	HGNC:14510
MRPS25	HGNC:14511
MRPS26	HGNC:14045
MRPS27	HGNC:14512
MRPS28	HGNC:14513
MRPS30	HGNC:8769
MRPS31	HGNC:16632
MRPS33	HGNC:16634
MRPS34	HGNC:16618
MRPS35	HGNC:16635
MRPS5	HGNC:14498
MRPS6	HGNC:14051
MRPS7	HGNC:14499
MRPS9	HGNC:14501
MRRF	HGNC:7234
MRS2	HGNC:13785
MRTFA	HGNC:14334
MRTFB	HGNC:29819
MRTO4	HGNC:18477
MS4A1	HGNC:7315
MS4A10	HGNC:13368
MS4A12	HGNC:13370
MS4A13	HGNC:16674
MS4A14	HGNC:30706
MS4A15	HGNC:28573
MS4A18	HGNC:37636
MS4A2	HGNC:7316
MS4A3	HGNC:7317
MS4A4A	HGNC:13371
MS4A4E	HGNC:14284
MS4A5	HGNC:13374
MS4A6A	HGNC:13375
MS4A6E	HGNC:14285
MS4A7	HGNC:13378
MS4A8	HGNC:13380
MSANTD1	HGNC:33741
MSANTD2	HGNC:26266
MSANTD3	HGNC:23370
MSANTD4	HGNC:29383
MSANTD5	HGNC:55184
MSANTD7	HGNC:56248
MSC	HGNC:7321
MSGN1	HGNC:14907
MSH2	HGNC:7325
MSH3	HGNC:7326
MSH4	HGNC:7327
MSH5	HGNC:7328
MSH6	HGNC:7329
MSI1	HGNC:7330
MSI2	HGNC:18585
MSL1	HGNC:27905
MSL2	HGNC:25544
MSL3	HGNC:7370
MSL3B	HGNC:17837
MSLN	HGNC:7371
MSMB	HGNC:7372
MSMO1	HGNC:10545
MSMP	HGNC:29663
MSN	HGNC:7373
MSR1	HGNC:7376
MSRA	HGNC:7377
MSRB1	HGNC:14133
MSRB2	HGNC:17061
MSRB3	HGNC:27375
MSS51	HGNC:21000
MST1	HGNC:7380
MST1R	HGNC:7381
MSTN	HGNC:4223
MSTO1	HGNC:29678
MSX1	HGNC:7391
MSX2	HGNC:7392
MT1A	HGNC:7393
MT1B	HGNC:7394
MT1E	HGNC:7397
MT1F	HGNC:7398
MT1G	HGNC:7399
MT1H	HGNC:7400
MT1HL1	HGNC:31864
MT1M	HGNC:14296
MT1X	HGNC:7405
MT2A	HGNC:7406
MT3	HGNC:7408
MT4	HGNC:18705
MTA1	HGNC:7410
MTA2	HGNC:7411
MTA3	HGNC:23784
MTAP	HGNC:7413
MTARC1	HGNC:26189
MTARC2	HGNC:26064
MTBP	HGNC:7417
MTCH1	HGNC:17586
MTCH2	HGNC:17587
MTCL1	HGNC:29121
MTCL2	HGNC:16111
MTCL3	HGNC:21494
MTCP1	HGNC:7423
MTDH	HGNC:29608
MTERF1	HGNC:21463
MTERF2	HGNC:30779
MTERF3	HGNC:24258
MTERF4	HGNC:28785
MTF1	HGNC:7428
MTF2	HGNC:29535
MTFMT	HGNC:29666
MTFP1	HGNC:26945
MTFR1	HGNC:29510
MTFR1L	HGNC:28836
MTFR2	HGNC:21115
MTG1	HGNC:32159
MTG2	HGNC:16239
MTHFD1	HGNC:7432
MTHFD1L	HGNC:21055
MTHFD2	HGNC:7434
MTHFD2L	HGNC:31865
MTHFR	HGNC:7436
MTHFS	HGNC:7437
MTHFSD	HGNC:25778
MTIF2	HGNC:7441
MTIF3	HGNC:29788
MTLN	HGNC:27339
MTM1	HGNC:7448
MTMR1	HGNC:7449
MTMR10	HGNC:25999
MTMR11	HGNC:24307
MTMR12	HGNC:18191
MTMR14	HGNC:26190
MTMR2	HGNC:7450
MTMR3	HGNC:7451
MTMR4	HGNC:7452
MTMR6	HGNC:7453
MTMR7	HGNC:7454
MTMR8	HGNC:16825
MTMR9	HGNC:14596
MTNAP1	HGNC:29601
MTNR1A	HGNC:7463
MTNR1B	HGNC:7464
MTO1	HGNC:19261
MTOR	HGNC:3942
MTPAP	HGNC:25532
MTPN	HGNC:15667
MTR	HGNC:7468
MTRES1	HGNC:17971
MTREX	HGNC:18734
MTRF1	HGNC:7469
MTRF1L	HGNC:21051
MTRFR	HGNC:26784
MTRR	HGNC:7473
MTSS1	HGNC:20443
MTSS2	HGNC:25094
MTTP	HGNC:7467
MTURN	HGNC:25457
MTUS1	HGNC:29789
MTUS2	HGNC:20595
MTX1	HGNC:7504
MTX2	HGNC:7506
MTX3	HGNC:24812
MUC12	HGNC:7510
MUC13	HGNC:7511
MUC15	HGNC:14956
MUC16	HGNC:15582
MUC17	HGNC:16800
MUC2	HGNC:7512
MUC20	HGNC:23282
MUC21	HGNC:21661
MUC22	HGNC:39755
MUC3A	HGNC:7513
MUC4	HGNC:7514
MUC5AC	HGNC:7515
MUC5B	HGNC:7516
MUC6	HGNC:7517
MUC7	HGNC:7518
MUCL1	HGNC:30588
MUCL3	HGNC:21666
MUL1	HGNC:25762
MUS81	HGNC:29814
MUSK	HGNC:7525
MUSTN1	HGNC:22144
MUTYH	HGNC:7527
MVB12A	HGNC:25153
MVB12B	HGNC:23368
MVD	HGNC:7529
MVK	HGNC:7530
MVP	HGNC:7531
MX1	HGNC:7532
MX2	HGNC:7533
MXD1	HGNC:6761
MXD3	HGNC:14008
MXD4	HGNC:13906
MXI1	HGNC:7534
MXRA5	HGNC:7539
MXRA7	HGNC:7541
MXRA8	HGNC:7542
MYADM	HGNC:7544
MYADML2	HGNC:34548
MYB	HGNC:7545
MYBBP1A	HGNC:7546
MYBL1	HGNC:7547
MYBL2	HGNC:7548
MYBPC1	HGNC:7549
MYBPC2	HGNC:7550
MYBPC3	HGNC:7551
MYBPH	HGNC:7552
MYBPHL	HGNC:30434
MYC	HGNC:7553
MYCBP	HGNC:7554
MYCBP2	HGNC:23386
MYCBPAP	HGNC:19677
MYCL	HGNC:7555
MYCN	HGNC:7559
MYCT1	HGNC:23172
MYD88	HGNC:7562
MYDGF	HGNC:16948
MYEF2	HGNC:17940
MYEOV	HGNC:7563
MYF5	HGNC:7565
MYF6	HGNC:7566
MYG1	HGNC:17590
MYH1	HGNC:7567
MYH10	HGNC:7568
MYH11	HGNC:7569
MYH13	HGNC:7571
MYH14	HGNC:23212
MYH15	HGNC:31073
MYH16	HGNC:31038
MYH2	HGNC:7572
MYH3	HGNC:7573
MYH4	HGNC:7574
MYH6	HGNC:7576
MYH7	HGNC:7577
MYH7B	HGNC:15906
MYH8	HGNC:7578
MYH9	HGNC:7579
MYL1	HGNC:7582
MYL10	HGNC:29825
MYL11	HGNC:29824
MYL12A	HGNC:16701
MYL12B	HGNC:29827
MYL2	HGNC:7583
MYL3	HGNC:7584
MYL4	HGNC:7585
MYL5	HGNC:7586
MYL6	HGNC:7587
MYL6B	HGNC:29823
MYL7	HGNC:21719
MYL9	HGNC:15754
MYLIP	HGNC:21155
MYLK	HGNC:7590
MYLK2	HGNC:16243
MYLK3	HGNC:29826
MYLK4	HGNC:27972
MYMK	HGNC:33778
MYMX	HGNC:52391
MYNN	HGNC:14955
MYO10	HGNC:7593
MYO15A	HGNC:7594
MYO15B	HGNC:14083
MYO16	HGNC:29822
MYO18A	HGNC:31104
MYO18B	HGNC:18150
MYO19	HGNC:26234
MYO1A	HGNC:7595
MYO1B	HGNC:7596
MYO1C	HGNC:7597
MYO1D	HGNC:7598
MYO1E	HGNC:7599
MYO1F	HGNC:7600
MYO1G	HGNC:13880
MYO1H	HGNC:13879
MYO3A	HGNC:7601
MYO3B	HGNC:15576
MYO5A	HGNC:7602
MYO5B	HGNC:7603
MYO5C	HGNC:7604
MYO6	HGNC:7605
MYO7A	HGNC:7606
MYO7B	HGNC:7607
MYO9A	HGNC:7608
MYO9B	HGNC:7609
MYOC	HGNC:7610
MYOCD	HGNC:16067
MYOCOS	HGNC:53429
MYOD1	HGNC:7611
MYOF	HGNC:3656
MYOG	HGNC:7612
MYOM1	HGNC:7613
MYOM2	HGNC:7614
MYOM3	HGNC:26679
MYORG	HGNC:19918
MYOT	HGNC:12399
MYOZ1	HGNC:13752
MYOZ2	HGNC:1330
MYOZ3	HGNC:18565
MYPN	HGNC:23246
MYPOP	HGNC:20178
MYRF	HGNC:1181
MYRFL	HGNC:26316
MYRIP	HGNC:19156
MYSM1	HGNC:29401
MYT1	HGNC:7622
MYT1L	HGNC:7623
MYZAP	HGNC:43444
MZB1	HGNC:30125
MZF1	HGNC:13108
MZT1	HGNC:33830
MZT2A	HGNC:33187
MZT2B	HGNC:25886
N4BP1	HGNC:29850
N4BP2	HGNC:29851
N4BP2L1	HGNC:25037
N4BP2L2	HGNC:26916
N4BP3	HGNC:29852
NAA10	HGNC:18704
NAA11	HGNC:28125
NAA15	HGNC:30782
NAA16	HGNC:26164
NAA20	HGNC:15908
NAA25	HGNC:25783
NAA30	HGNC:19844
NAA35	HGNC:24340
NAA38	HGNC:28212
NAA40	HGNC:25845
NAA50	HGNC:29533
NAA60	HGNC:25875
NAA80	HGNC:30252
NAAA	HGNC:736
NAALAD2	HGNC:14526
NAALADL1	HGNC:23536
NAALADL2	HGNC:23219
NAB1	HGNC:7626
NAB2	HGNC:7627
NABP1	HGNC:26232
NABP2	HGNC:28412
NACA	HGNC:7629
NACA2	HGNC:23290
NACAD	HGNC:22196
NACC1	HGNC:20967
NACC2	HGNC:23846
NADK	HGNC:29831
NADK2	HGNC:26404
NADSYN1	HGNC:29832
NAE1	HGNC:621
NAF1	HGNC:25126
NAGA	HGNC:7631
NAGK	HGNC:17174
NAGLU	HGNC:7632
NAGPA	HGNC:17378
NAGS	HGNC:17996
NAIF1	HGNC:25446
NAIP	HGNC:7634
NALCN	HGNC:19082
NALF1	HGNC:33877
NALF2	HGNC:30701
NAMPT	HGNC:30092
NANOG	HGNC:20857
NANOGNB	HGNC:24958
NANOGP8	HGNC:23106
NANOS1	HGNC:23044
NANOS2	HGNC:23292
NANOS3	HGNC:22048
NANP	HGNC:16140
NANS	HGNC:19237
NAP1L1	HGNC:7637
NAP1L2	HGNC:7638
NAP1L3	HGNC:7639
NAP1L4	HGNC:7640
NAP1L5	HGNC:19968
NAPA	HGNC:7641
NAPB	HGNC:15751
NAPEPLD	HGNC:21683
NAPG	HGNC:7642
NAPRT	HGNC:30450
NAPSA	HGNC:13395
NARF	HGNC:29916
NARS1	HGNC:7643
NARS2	HGNC:26274
NASP	HGNC:7644
NAT1	HGNC:7645
NAT10	HGNC:29830
NAT14	HGNC:28918
NAT16	HGNC:22030
NAT2	HGNC:7646
NAT8	HGNC:18069
NAT8L	HGNC:26742
NAT9	HGNC:23133
NATD1	HGNC:30770
NAV1	HGNC:15989
NAV2	HGNC:15997
NAV3	HGNC:15998
NAXD	HGNC:25576
NAXE	HGNC:18453
NBAS	HGNC:15625
NBDY	HGNC:50713
NBEA	HGNC:7648
NBEAL1	HGNC:20681
NBEAL2	HGNC:31928
NBL1	HGNC:7650
NBN	HGNC:7652
NBPF1	HGNC:26088
NBPF10	HGNC:31992
NBPF11	HGNC:31993
NBPF12	HGNC:24297
NBPF14	HGNC:25232
NBPF15	HGNC:28791
NBPF19	HGNC:31999
NBPF20	HGNC:32000
NBPF26	HGNC:49571
NBPF3	HGNC:25076
NBPF4	HGNC:26550
NBPF6	HGNC:31988
NBPF8	HGNC:31990
NBPF9	HGNC:31991
NBR1	HGNC:6746
NCALD	HGNC:7655
NCAM1	HGNC:7656
NCAM2	HGNC:7657
NCAN	HGNC:2465
NCAPD2	HGNC:24305
NCAPD3	HGNC:28952
NCAPG	HGNC:24304
NCAPG2	HGNC:21904
NCAPH	HGNC:1112
NCAPH2	HGNC:25071
NCBP1	HGNC:7658
NCBP2	HGNC:7659
NCBP2AS2	HGNC:25121
NCBP2L	HGNC:31795
NCBP3	HGNC:24612
NCCRP1	HGNC:33739
NCDN	HGNC:17597
NCEH1	HGNC:29260
NCF1	HGNC:7660
NCF2	HGNC:7661
NCF4	HGNC:7662
NCK1	HGNC:7664
NCK2	HGNC:7665
NCKAP1	HGNC:7666
NCKAP1L	HGNC:4862
NCKAP5	HGNC:29847
NCKAP5L	HGNC:29321
NCKIPSD	HGNC:15486
NCL	HGNC:7667
NCLN	HGNC:26923
NCMAP	HGNC:29332
NCOA1	HGNC:7668
NCOA2	HGNC:7669
NCOA3	HGNC:7670
NCOA4	HGNC:7671
NCOA5	HGNC:15909
NCOA6	HGNC:15936
NCOA7	HGNC:21081
NCOR1	HGNC:7672
NCOR2	HGNC:7673
NCR1	HGNC:6731
NCR2	HGNC:6732
NCR3	HGNC:19077
NCR3LG1	HGNC:42400
NCS1	HGNC:3953
NCSTN	HGNC:17091
NDC1	HGNC:25525
NDC80	HGNC:16909
NDE1	HGNC:17619
NDEL1	HGNC:17620
NDFIP1	HGNC:17592
NDFIP2	HGNC:18537
NDN	HGNC:7675
NDNF	HGNC:26256
NDOR1	HGNC:29838
NDP	HGNC:7678
NDRG1	HGNC:7679
NDRG2	HGNC:14460
NDRG3	HGNC:14462
NDRG4	HGNC:14466
NDST1	HGNC:7680
NDST2	HGNC:7681
NDST3	HGNC:7682
NDST4	HGNC:20779
NDUFA1	HGNC:7683
NDUFA10	HGNC:7684
NDUFA11	HGNC:20371
NDUFA12	HGNC:23987
NDUFA13	HGNC:17194
NDUFA2	HGNC:7685
NDUFA3	HGNC:7686
NDUFA5	HGNC:7688
NDUFA6	HGNC:7690
NDUFA7	HGNC:7691
NDUFA8	HGNC:7692
NDUFA9	HGNC:7693
NDUFAB1	HGNC:7694
NDUFAF1	HGNC:18828
NDUFAF2	HGNC:28086
NDUFAF3	HGNC:29918
NDUFAF4	HGNC:21034
NDUFAF5	HGNC:15899
NDUFAF6	HGNC:28625
NDUFAF7	HGNC:28816
NDUFAF8	HGNC:33551
NDUFB1	HGNC:7695
NDUFB10	HGNC:7696
NDUFB11	HGNC:20372
NDUFB2	HGNC:7697
NDUFB3	HGNC:7698
NDUFB4	HGNC:7699
NDUFB5	HGNC:7700
NDUFB6	HGNC:7701
NDUFB7	HGNC:7702
NDUFB8	HGNC:7703
NDUFB9	HGNC:7704
NDUFC1	HGNC:7705
NDUFC2	HGNC:7706
NDUFS1	HGNC:7707
NDUFS2	HGNC:7708
NDUFS3	HGNC:7710
NDUFS4	HGNC:7711
NDUFS5	HGNC:7712
NDUFS6	HGNC:7713
NDUFS7	HGNC:7714
NDUFS8	HGNC:7715
NDUFV1	HGNC:7716
NDUFV2	HGNC:7717
NDUFV3	HGNC:7719
NEAT1	HGNC:30815
NEB	HGNC:7720
NEBL	HGNC:16932
NECAB1	HGNC:20983
NECAB2	HGNC:23746
NECAB3	HGNC:15851
NECAP1	HGNC:24539
NECAP2	HGNC:25528
NECTIN1	HGNC:9706
NECTIN2	HGNC:9707
NECTIN3	HGNC:17664
NECTIN4	HGNC:19688
NEDD1	HGNC:7723
NEDD4	HGNC:7727
NEDD4L	HGNC:7728
NEDD8	HGNC:7732
NEDD9	HGNC:7733
NEFH	HGNC:7737
NEFL	HGNC:7739
NEFM	HGNC:7734
NEGR1	HGNC:17302
NEIL1	HGNC:18448
NEIL2	HGNC:18956
NEIL3	HGNC:24573
NEK1	HGNC:7744
NEK10	HGNC:18592
NEK11	HGNC:18593
NEK2	HGNC:7745
NEK3	HGNC:7746
NEK4	HGNC:11399
NEK5	HGNC:7748
NEK6	HGNC:7749
NEK7	HGNC:13386
NEK8	HGNC:13387
NEK9	HGNC:18591
NELFA	HGNC:12768
NELFB	HGNC:24324
NELFCD	HGNC:15934
NELFE	HGNC:13974
NELL1	HGNC:7750
NELL2	HGNC:7751
NEMF	HGNC:10663
NEMP1	HGNC:29001
NEMP2	HGNC:33700
NENF	HGNC:30384
NEO1	HGNC:7754
NES	HGNC:7756
NET1	HGNC:14592
NETO1	HGNC:13823
NETO2	HGNC:14644
NEU1	HGNC:7758
NEU2	HGNC:7759
NEU3	HGNC:7760
NEU4	HGNC:21328
NEURL1	HGNC:7761
NEURL1B	HGNC:35422
NEURL2	HGNC:16156
NEURL3	HGNC:25162
NEURL4	HGNC:34410
NEUROD1	HGNC:7762
NEUROD2	HGNC:7763
NEUROD4	HGNC:13802
NEUROD6	HGNC:13804
NEUROG1	HGNC:7764
NEUROG2	HGNC:13805
NEUROG3	HGNC:13806
NEXMIF	HGNC:29433
NEXN	HGNC:29557
NF1	HGNC:7765
NF2	HGNC:7773
NFAM1	HGNC:29872
NFASC	HGNC:29866
NFAT5	HGNC:7774
NFATC1	HGNC:7775
NFATC2	HGNC:7776
NFATC2IP	HGNC:25906
NFATC3	HGNC:7777
NFATC4	HGNC:7778
NFE2	HGNC:7780
NFE2L1	HGNC:7781
NFE2L2	HGNC:7782
NFE2L3	HGNC:7783
NFIA	HGNC:7784
NFIB	HGNC:7785
NFIC	HGNC:7786
NFIL3	HGNC:7787
NFILZ	HGNC:52681
NFIX	HGNC:7788
NFKB1	HGNC:7794
NFKB2	HGNC:7795
NFKBIA	HGNC:7797
NFKBIB	HGNC:7798
NFKBID	HGNC:15671
NFKBIE	HGNC:7799
NFKBIL1	HGNC:7800
NFKBIZ	HGNC:29805
NFRKB	HGNC:7802
NFS1	HGNC:15910
NFU1	HGNC:16287
NFX1	HGNC:7803
NFXL1	HGNC:18726
NFYA	HGNC:7804
NFYB	HGNC:7805
NFYC	HGNC:7806
NGB	HGNC:14077
NGDN	HGNC:20271
NGEF	HGNC:7807
NGF	HGNC:7808
NGFR	HGNC:7809
NGLY1	HGNC:17646
NGRN	HGNC:18077
NHEJ1	HGNC:25737
NHERF1	HGNC:11075
NHERF2	HGNC:11076
NHERF4	HGNC:19891
NHLH1	HGNC:7817
NHLH2	HGNC:7818
NHLRC1	HGNC:21576
NHLRC2	HGNC:24731
NHLRC3	HGNC:33751
NHLRC4	HGNC:26700
NHP2	HGNC:14377
NHS	HGNC:7820
NHSL1	HGNC:21021
NHSL2	HGNC:33737
NHSL3	HGNC:29301
NIBAN1	HGNC:16784
NIBAN2	HGNC:25282
NIBAN3	HGNC:24130
NICN1	HGNC:18317
NICOL1	HGNC:34437
NID1	HGNC:7821
NID2	HGNC:13389
NIF3L1	HGNC:13390
NIFK	HGNC:17838
NIM1K	HGNC:28646
NIN	HGNC:14906
NINJ1	HGNC:7824
NINJ2	HGNC:7825
NINL	HGNC:29163
NIP7	HGNC:24328
NIPA1	HGNC:17043
NIPA2	HGNC:17044
NIPAL1	HGNC:27194
NIPAL2	HGNC:25854
NIPAL3	HGNC:25233
NIPAL4	HGNC:28018
NIPBL	HGNC:28862
NIPSNAP1	HGNC:7827
NIPSNAP2	HGNC:4179
NIPSNAP3A	HGNC:23619
NIPSNAP3B	HGNC:23641
NISCH	HGNC:18006
NIT1	HGNC:7828
NIT2	HGNC:29878
NKAIN1	HGNC:25743
NKAIN2	HGNC:16443
NKAIN3	HGNC:26829
NKAIN4	HGNC:16191
NKAP	HGNC:29873
NKAPD1	HGNC:25569
NKAPL	HGNC:21584
NKD1	HGNC:17045
NKD2	HGNC:17046
NKG7	HGNC:7830
NKIRAS1	HGNC:17899
NKIRAS2	HGNC:17898
NKPD1	HGNC:24739
NKRF	HGNC:19374
NKTR	HGNC:7833
NKX1-1	HGNC:24975
NKX1-2	HGNC:31652
NKX2-1	HGNC:11825
NKX2-2	HGNC:7835
NKX2-3	HGNC:7836
NKX2-4	HGNC:7837
NKX2-5	HGNC:2488
NKX2-6	HGNC:32940
NKX2-8	HGNC:16364
NKX3-1	HGNC:7838
NKX3-2	HGNC:951
NKX6-1	HGNC:7839
NKX6-2	HGNC:19321
NKX6-3	HGNC:26328
NLE1	HGNC:19889
NLGN1	HGNC:14291
NLGN2	HGNC:14290
NLGN3	HGNC:14289
NLGN4X	HGNC:14287
NLGN4Y	HGNC:15529
NLK	HGNC:29858
NLN	HGNC:16058
NLRC3	HGNC:29889
NLRC4	HGNC:16412
NLRC5	HGNC:29933
NLRP1	HGNC:14374
NLRP10	HGNC:21464
NLRP11	HGNC:22945
NLRP12	HGNC:22938
NLRP13	HGNC:22937
NLRP14	HGNC:22939
NLRP2	HGNC:22948
NLRP2B	HGNC:29887
NLRP3	HGNC:16400
NLRP4	HGNC:22943
NLRP5	HGNC:21269
NLRP6	HGNC:22944
NLRP7	HGNC:22947
NLRP8	HGNC:22940
NLRP9	HGNC:22941
NLRX1	HGNC:29890
NMB	HGNC:7842
NMBR	HGNC:7843
NMD3	HGNC:24250
NME1	HGNC:7849
NME2	HGNC:7850
NME3	HGNC:7851
NME4	HGNC:7852
NME5	HGNC:7853
NME6	HGNC:20567
NME7	HGNC:20461
NME8	HGNC:16473
NME9	HGNC:21343
NMI	HGNC:7854
NMNAT1	HGNC:17877
NMNAT2	HGNC:16789
NMNAT3	HGNC:20989
NMRAL1	HGNC:24987
NMRK1	HGNC:26057
NMRK2	HGNC:17871
NMS	HGNC:32203
NMT1	HGNC:7857
NMT2	HGNC:7858
NMU	HGNC:7859
NMUR1	HGNC:4518
NMUR2	HGNC:16454
NNAT	HGNC:7860
NNMT	HGNC:7861
NNT	HGNC:7863
NOA1	HGNC:28473
NOB1	HGNC:29540
NOBOX	HGNC:22448
NOC2L	HGNC:24517
NOC3L	HGNC:24034
NOC4L	HGNC:28461
NOCT	HGNC:14254
NOD1	HGNC:16390
NOD2	HGNC:5331
NODAL	HGNC:7865
NOG	HGNC:7866
NOL10	HGNC:25862
NOL11	HGNC:24557
NOL12	HGNC:28585
NOL3	HGNC:7869
NOL4	HGNC:7870
NOL4L	HGNC:16106
NOL6	HGNC:19910
NOL7	HGNC:21040
NOL8	HGNC:23387
NOL9	HGNC:26265
NOLC1	HGNC:15608
NOM1	HGNC:13244
NOMO1	HGNC:30060
NOMO2	HGNC:22652
NOMO3	HGNC:25242
NONO	HGNC:7871
NOP10	HGNC:14378
NOP14	HGNC:16821
NOP16	HGNC:26934
NOP2	HGNC:7867
NOP53	HGNC:4333
NOP56	HGNC:15911
NOP58	HGNC:29926
NOP9	HGNC:19826
NOPCHAP1	HGNC:28628
NOS1	HGNC:7872
NOS1AP	HGNC:16859
NOS2	HGNC:7873
NOS3	HGNC:7876
NOSIP	HGNC:17946
NOSTRIN	HGNC:20203
NOTCH1	HGNC:7881
NOTCH2	HGNC:7882
NOTCH2NLA	HGNC:31862
NOTCH2NLB	HGNC:53923
NOTCH2NLC	HGNC:53924
NOTCH2NLR	HGNC:53925
NOTCH3	HGNC:7883
NOTCH4	HGNC:7884
NOTO	HGNC:31839
NOTUM	HGNC:27106
NOVA1	HGNC:7886
NOVA2	HGNC:7887
NOX1	HGNC:7889
NOX3	HGNC:7890
NOX4	HGNC:7891
NOX5	HGNC:14874
NOXA1	HGNC:10668
NOXO1	HGNC:19404
NOXRED1	HGNC:20487
NPAP1	HGNC:1190
NPAS1	HGNC:7894
NPAS2	HGNC:7895
NPAS3	HGNC:19311
NPAS4	HGNC:18983
NPAT	HGNC:7896
NPB	HGNC:30099
NPBWR1	HGNC:4522
NPBWR2	HGNC:4530
NPC1	HGNC:7897
NPC1L1	HGNC:7898
NPC2	HGNC:14537
NPDC1	HGNC:7899
NPEPL1	HGNC:16244
NPEPPS	HGNC:7900
NPFF	HGNC:7901
NPFFR1	HGNC:17425
NPFFR2	HGNC:4525
NPHP1	HGNC:7905
NPHP3	HGNC:7907
NPHP4	HGNC:19104
NPHS1	HGNC:7908
NPHS2	HGNC:13394
NPIPA1	HGNC:7909
NPIPA2	HGNC:41979
NPIPA3	HGNC:41978
NPIPA5	HGNC:41980
NPIPA6	HGNC:27893
NPIPA7	HGNC:41982
NPIPA8	HGNC:41983
NPIPA9	HGNC:41984
NPIPB11	HGNC:37453
NPIPB12	HGNC:37491
NPIPB13	HGNC:41989
NPIPB15	HGNC:34409
NPIPB2	HGNC:37451
NPIPB4	HGNC:41985
NPIPB5	HGNC:37233
NPIPB6	HGNC:37454
NPIPB7	HGNC:33832
NPIPB8	HGNC:37490
NPIPB9	HGNC:41987
NPL	HGNC:16781
NPLOC4	HGNC:18261
NPM1	HGNC:7910
NPM2	HGNC:7930
NPM3	HGNC:7931
NPNT	HGNC:27405
NPPA	HGNC:7939
NPPB	HGNC:7940
NPPC	HGNC:7941
NPR1	HGNC:7943
NPR2	HGNC:7944
NPR3	HGNC:7945
NPRL2	HGNC:24969
NPRL3	HGNC:14124
NPS	HGNC:33940
NPSR1	HGNC:23631
NPTN	HGNC:17867
NPTX1	HGNC:7952
NPTX2	HGNC:7953
NPTXR	HGNC:7954
NPVF	HGNC:13782
NPW	HGNC:30509
NPY	HGNC:7955
NPY1R	HGNC:7956
NPY2R	HGNC:7957
NPY4R	HGNC:9329
NPY4R2	HGNC:52383
